Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00030491;GARRAFEIRA PLAST,24 GFA 600ML,SKOL,C/1,      ;pc  ;    178.107/00 ;          0/00;          0/00;    178.107/00 ;          0/00 ;    178.107/00 ;          0/00 ;    178.107/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00003918354,0000000;-;  ;     ;                   ;                   ;                   ; 00000178107;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;    178.107/00 ;    178.107/00 
01;20;000;00031064;BUDWEISER LT 269ML SH C 15                   ;cx  ;        890/04 ;          0/00;          0/00;        890/04 ;         40/00 ;        850/04 ;          0/00 ;        850/04-;          0/00 ;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000019386,0800000;-;  ;     ;                   ;                   ;                   ; 00000012754;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        890/04 ;        850/04 
01;20;000;00031075;BRAHMA DUPLO MALTE BLACK LT SLEEK 350ML SH C ;cx  ;          0/03 ;          0/00;          0/00;          0/03 ;          0/00 ;          0/03 ;          0/00 ;          0/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000005,0574999;-;  ;     ;                   ;                   ;                   ; 00000000003;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/03 ;          0/03 
01;20;000;00031272;FUSION LT 473ML SH C/12 NPAL                 ;cx  ;          0/01 ;          0/00;          0/00;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000002,0166666;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/01 ;          0/01 
01;20;000;00031300;AMINDUS GRELHADITOS AMEND. TOR. S/ PELE PCT 6;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000030;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00031795;BRUTAL FRUIT LONG NECK 275ML SIX PACK SH C 2 ;cx  ;          6/06 ;          0/00;          0/00;          6/06 ;          0/00 ;          6/06 ;          0/00 ;          6/06-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000226,3950000;-;  ;     ;                   ;                   ;                   ; 00000000078;            ;                   ;                   ;                   ;                   ;                   ;                   ;        276/00 ;        269/06-;        269/06-
01;20;000;00031856;CORONA EXTRA N LT 473ML CX CARTAO C/12       ;cx  ;        937/09 ;          0/00;          0/00;        937/09 ;         62/00 ;        875/09 ;          0/00 ;        875/09-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000024442,1824964;-;  ;     ;                   ;                   ;                   ; 00000010509;            ;                   ;                   ;                   ;                   ;                   ;                   ;         82/00 ;        855/09 ;        793/09 
01;20;000;00032067;GATORADE BERRY BLUE PET 500ML SIXPACK        ;cx  ;        972/04 ;          1/00;          0/00;        973/04 ;         26/00 ;        947/04 ;          0/00 ;        947/04-;          0/00 ;         20/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000011334,0933314;-;  ;     ;                   ;                   ;                   ; 00000005686;            ;                   ;                   ;                   ;                   ;                   ;                   ;         17/00 ;        956/04 ;        930/04 
01;20;000;00032349;BEATS TROPICAL LT 269ML CX CARTAO C/8 NPAL   ;cx  ;          5/03 ;          0/00;          0/00;          5/03 ;          2/00 ;          3/03 ;          0/00 ;          3/03-;          0/00 ;          1/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000050,1187500;-;  ;     ;                   ;                   ;                   ; 00000000027;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          5/03 ;          3/03 
01;20;000;00032361;BEATS TROPICAL LONG NECK 269ML SIX-PACK SH C/;cx  ;        180/08 ;          0/00;          0/00;        180/08 ;          7/00 ;        173/08 ;          0/00 ;        173/08-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000010932,1333347;-;  ;     ;                   ;                   ;                   ; 00000004160;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        180/08 ;        173/08 
01;20;000;00032425;FUSION MELANCIA LT 473ML SH C/12 NPAL        ;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000017,5299999;-;  ;     ;                   ;                   ;                   ; 00000000012;            ;                   ;                   ;                   ;                   ;                   ;                   ;          1/00 ;          0/00 ;          0/00 
01;20;000;00032433;INDAIA BEB MISTA CITRUS UVA GFA PET 330ML FD ;cx  ;        259/07 ;          0/00;          0/00;        259/07 ;          0/00 ;        259/07 ;          0/00 ;        259/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003478,4166677;-;  ;     ;                   ;                   ;                   ; 00000003115;            ;                   ;                   ;                   ;                   ;                   ;                   ;        514/09 ;        255/02-;        255/02-
01;20;000;00032435;INDAIA BEB MISTA CITRUS UVA GFA PET 1,5L FD C;cx  ;        184/04 ;          0/00;          0/00;        184/04 ;          1/00 ;        183/04 ;          0/00 ;        183/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003871,6933329;-;  ;     ;                   ;                   ;                   ; 00000001102;            ;                   ;                   ;                   ;                   ;                   ;                   ;        110/00 ;         74/04 ;         73/04 
01;20;000;00032500;STELLA ARTOIS PURE GOLD LT SLEEK 350ML C 8 CX;cx  ;      3.974/04 ;          0/00;          0/00;      3.974/04 ;      1.185/00 ;      2.789/04 ;          0/00 ;      2.789/04-;          0/00 ;        111/00 ;          0/00 ;        840/00 ;          0/00 ;          0/00 ;00000038411,4150000;-;  ;     ;                   ;                   ;                   ; 00000022316;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      3.974/04 ;      2.789/04 
01;20;000;00032526;PETROPOLIS AGUA MIN SEM GAS GARRAFA PET 500ML;cx  ;          8/05 ;          1/00;          0/00;          9/05 ;          6/00 ;          3/05 ;          0/00 ;          3/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000034,2008333;-;  ;     ;                   ;                   ;                   ; 00000000041;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          9/05 ;          3/05 
01;20;000;00032528;PETROPOLIS AGUA MIN COM GAS GARRAFA PET 500ML;cx  ;         54/11 ;          0/00;          0/00;         54/11 ;          0/00 ;         54/11 ;          0/00 ;         54/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000603,5341664;-;  ;     ;                   ;                   ;                   ; 00000000659;            ;                   ;                   ;                   ;                   ;                   ;                   ;        145/00 ;         90/01-;         90/01-
01;20;000;00032543;ALECRIM VINHO TINTO PORTUGAL GFA VD 750 ML   ;un  ;        314/00 ;          0/00;          0/00;        314/00 ;          2/00 ;        312/00 ;          0/00 ;        312/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006552,0000000;-;  ;     ;                   ;                   ;                   ; 00000000312;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        314/00 ;        312/00 
01;20;000;00032549;CHAC CHAC VINHO TINTO MALBEC GFA VD 750 ML   ;un  ;         10/00 ;          0/00;          0/00;         10/00 ;          0/00 ;         10/00 ;          0/00 ;         10/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000279,6000000;-;  ;     ;                   ;                   ;                   ; 00000000010;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         10/00 ;         10/00 
01;20;000;00032554;GUARANA CHP ANTARCTICA LATA 350ML SH C/6 MULT;cx  ;          0/01 ;          0/00;          0/00;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000001,2416666;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/01 ;          0/01 
01;20;000;00032644;BUBBALOO UVA DISPLAY 5G CX/60                ;cx  ;        240/00 ;          0/00;          0/00;        240/00 ;          5/00 ;        235/00 ;          0/00 ;        235/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002110,3000047;-;  ;     ;                   ;                   ;                   ; 00000014100;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        240/00 ;        235/00 
01;20;000;00032646;BUBBALOO TUTTI FRUTTI DISPLAY 5G CX/60       ;cx  ;        930/00 ;          0/00;          0/00;        930/00 ;          5/00 ;        925/00 ;          0/00 ;        925/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000008306,5000185;-;  ;     ;                   ;                   ;                   ; 00000055500;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        930/00 ;        925/00 
01;20;000;00032648;BUBBALOO MORANGO DISPLAY 5G CX/60            ;cx  ;         92/00 ;          0/00;          0/00;         92/00 ;          9/00 ;         83/00 ;          0/00 ;         83/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000746,1699983;-;  ;     ;                   ;                   ;                   ; 00000004980;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         92/00 ;         83/00 
01;20;000;00032854;SMIRNOFF ICE LT 269 ML CX C/24               ;cx  ;         61/00 ;          0/00;          0/00;         61/00 ;          3/00 ;         58/00 ;          0/00 ;         58/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004465,4200004;-;  ;     ;                   ;                   ;                   ; 00000001392;            ;                   ;                   ;                   ;                   ;                   ;                   ;          3/00 ;         58/00 ;         55/00 
01;20;000;00032969;RED BULL SUMMER MORANGO E PESSEGO LATA 250ML ;cx  ;         95/03 ;          0/00;          0/00;         95/03 ;          3/00 ;         92/03 ;          0/00 ;         92/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001757,6125000;-;  ;     ;                   ;                   ;                   ; 00000000371;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         95/03 ;         92/03 
01;20;000;00033734;BEATS RED MIX LT 269ML SH C/8                ;cx  ;          0/06 ;          0/00;          0/00;          0/06 ;          0/00 ;          0/06 ;          0/00 ;          0/06-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000010,6500000;-;  ;     ;                   ;                   ;                   ; 00000000006;            ;                   ;                   ;                   ;                   ;                   ;                   ;         10/00 ;          9/02-;          9/02-
01;20;000;00033738;BEATS RED MIX LONG NECK 269ML SIX-PACK SH C/2;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000028,2500000;-;  ;     ;                   ;                   ;                   ; 00000000012;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00033818;ORIGINAL LATA 350ML SHRINK C/12 MULTPACK     ;cx  ;      1.855/10 ;          0/00;          0/00;      1.855/10 ;         41/00 ;      1.814/10 ;          0/00 ;      1.814/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000028166,2133260;-;  ;     ;                   ;                   ;                   ; 00000021778;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.855/10 ;      1.814/10 
01;20;000;00033820;BRAHMA CHOPP LATA 350ML SH C/12 NPAL MULTIPAC;cx  ;        602/10 ;          0/00;          0/00;        602/10 ;          8/00 ;        594/10 ;          0/00 ;        594/10-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005924,5400000;-;  ;     ;                   ;                   ;                   ; 00000007138;            ;                   ;                   ;                   ;                   ;                   ;                   ;        560/00 ;         42/10 ;         34/10 
01;20;000;00034027;GUARANA CHP ANTARCTICA LATA 350ML SH C/12 NPA;cx  ;      3.122/00 ;          0/00;          0/00;      3.122/00 ;        196/00 ;      2.926/00 ;          0/00 ;      2.926/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000040583,6199882;-;  ;     ;                   ;                   ;                   ; 00000035112;            ;                   ;                   ;                   ;                   ;                   ;                   ;        640/00 ;      2.482/00 ;      2.286/00 
01;20;000;00034263;CORONA CERO SUNBREW N LT SLEEK 350ML C 8 CX C;cx  ;         22/05 ;          0/00;          0/00;         22/05 ;          0/00 ;         22/05 ;          0/00 ;         22/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000408,3812500;-;  ;     ;                   ;                   ;                   ; 00000000181;            ;                   ;                   ;                   ;                   ;                   ;                   ;         18/00 ;          4/05 ;          4/05 
01;20;000;00034296;TRIDENT CANELA ENVELOPE 8G CX C/21           ;cx  ;        376/20 ;          0/00;          0/00;        376/20 ;          1/00 ;        375/20 ;          0/00 ;        375/20-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000009804,8380959;-;  ;     ;                   ;                   ;                   ; 00000007895;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        376/20 ;        375/20 
01;20;000;00034320;GUARANA ANTARCTICA ZERO LATA 350ML SH C/12 NP;cx  ;          3/04 ;          0/00;          0/00;          3/04 ;          0/00 ;          3/04 ;          0/00 ;          3/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000043,9333333;-;  ;     ;                   ;                   ;                   ; 00000000040;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          3/04 ;          3/04 
01;20;000;00034405;FLORESTAL BALA BRAZILIAN COFFEE PCT PLAST 500;un  ;        782/00 ;          0/00;          0/00;        782/00 ;          1/00 ;        781/00 ;          0/00 ;        781/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000007161,7700000;-;  ;     ;                   ;                   ;                   ; 00000000781;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        782/00 ;        781/00 
01;20;000;00034410;HALLS UVA VERDE ENVELOPE 28G CX C/21         ;cx  ;        148/07 ;          0/00;          0/00;        148/07 ;          1/00 ;        147/07 ;          0/00 ;        147/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002436,8933345;-;  ;     ;                   ;                   ;                   ; 00000003094;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        148/07 ;        147/07 
01;20;000;00034412;FLORESTAL BALA MASTIG MINT HORTELA PCT PLAST ;un  ;        307/00 ;          0/00;          0/00;        307/00 ;          0/00 ;        307/00 ;          0/00 ;        307/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001667,0100000;-;  ;     ;                   ;                   ;                   ; 00000000307;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        307/00 ;        307/00 
01;20;000;00034413;FLORESTAL BALA MASTIG MOLE SORT PCT PLAST 500;un  ;        766/00 ;          0/00;          0/00;        766/00 ;          0/00 ;        766/00 ;          0/00 ;        766/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003875,9600000;-;  ;     ;                   ;                   ;                   ; 00000000766;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        766/00 ;        766/00 
01;20;000;00034416;FLORESTAL BALA MENTA PCT PLAST 500G          ;un  ;      1.117/00 ;          0/00;          0/00;      1.117/00 ;          0/00 ;      1.117/00 ;          0/00 ;      1.117/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000007361,0300000;-;  ;     ;                   ;                   ;                   ; 00000001117;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.117/00 ;      1.117/00 
01;20;000;00034417;FLORESTAL BALINHA CORAC MORANGO PCT PLAST 500;un  ;        671/00 ;          0/00;          0/00;        671/00 ;          0/00 ;        671/00 ;          0/00 ;        671/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006166,4900000;-;  ;     ;                   ;                   ;                   ; 00000000671;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        671/00 ;        671/00 
01;20;000;00034420;RED BULL SUMMER MARACUJA E MELAO LATA 250ML F;cx  ;        305/00 ;          0/00;          0/00;        305/00 ;          3/00 ;        302/00 ;          0/00 ;        302/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005861,8200000;-;  ;     ;                   ;                   ;                   ; 00000001208;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        305/00 ;        302/00 
01;20;000;00034429;RED BULL SUGAR FREE AMORA LATA 250ML FOUR PAC;cx  ;      1.842/03 ;          0/00;          0/00;      1.842/03 ;          6/00 ;      1.836/03 ;          0/00 ;      1.836/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000037561,5375000;-;  ;     ;                   ;                   ;                   ; 00000007347;            ;                   ;                   ;                   ;                   ;                   ;                   ;        158/00 ;      1.684/03 ;      1.678/03 
01;20;000;00034432;RED BULL TROPICAL BR LATA 473ML CX C 12      ;cx  ;        111/06 ;          0/00;          0/00;        111/06 ;          2/00 ;        109/06 ;          0/00 ;        109/06-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000010539,3749995;-;  ;     ;                   ;                   ;                   ; 00000001314;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        111/06 ;        109/06 
01;20;000;00034459;FLORESTAL BALA BRAZILIAN COFFEE PCT PLAST 108;un  ;        477/00 ;          0/00;          0/00;        477/00 ;          0/00 ;        477/00 ;          0/00 ;        477/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001154,3400000;-;  ;     ;                   ;                   ;                   ; 00000000477;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        477/00 ;        477/00 
01;20;000;00034475;ELEVE AGUA MIN S GAS GFA PET 510ML FD C/12   ;cx  ;        604/09 ;         20/00;          0/00;        624/09 ;        235/00 ;        389/09 ;          0/00 ;        389/09-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002973,7924984;-;  ;     ;                   ;                   ;                   ; 00000004677;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        624/09 ;        389/09 
01;20;000;00034608;SKOL LATA 350ML SH C/12 NPAL MULTIPACK       ;cx  ;          2/03 ;          0/00;          0/00;          2/03 ;          0/00 ;          2/03 ;          0/00 ;          2/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000028,8449999;-;  ;     ;                   ;                   ;                   ; 00000000027;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          2/03 ;          2/03 
01;20;000;00034654;FLOPITO PIRULITO CORACAO VERMELHO PCT PLAST 5;un  ;        541/00 ;          0/00;          0/00;        541/00 ;          0/00 ;        541/00 ;          0/00 ;        541/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003516,5000000;-;  ;     ;                   ;                   ;                   ; 00000000541;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        541/00 ;        541/00 
01;20;000;00034655;POP KISS PIRULITO CEREJA PCT PLAST 500G      ;un  ;         37/00 ;          0/00;          0/00;         37/00 ;          0/00 ;         37/00 ;          0/00 ;         37/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000169,8300000;-;  ;     ;                   ;                   ;                   ; 00000000037;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         37/00 ;         37/00 
01;20;000;00034656;FLOPITO PIRULITO CHICLE CEREJA PCT PLAST 500G;un  ;        239/00 ;          0/00;          0/00;        239/00 ;          0/00 ;        239/00 ;          0/00 ;        239/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001768,6000000;-;  ;     ;                   ;                   ;                   ; 00000000239;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        239/00 ;        239/00 
01;20;000;00034770;RED BULL SUGAR FREE POMELO LATA 250ML FOUR PA;cx  ;      1.683/00 ;          0/00;          0/00;      1.683/00 ;          3/00 ;      1.680/00 ;          0/00 ;      1.680/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000032743,2000000;-;  ;     ;                   ;                   ;                   ; 00000006720;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.683/00 ;      1.680/00 
01;20;000;00035003;TRIDENT XFRESH 5S PRETO CEREJA ENVELOPE 8G CX;cx  ;        187/00 ;          0/00;          0/00;        187/00 ;          0/00 ;        187/00 ;          0/00 ;        187/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004796,5499983;-;  ;     ;                   ;                   ;                   ; 00000003927;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        187/00 ;        187/00 
01;20;000;00035108;CERVEGELA PLASTICA SPATEN 1 UN P/ GFA 600ML C;cx  ;        107/00 ;          0/00;          0/00;        107/00 ;          3/00 ;        104/00 ;          0/00 ;        104/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004700,8000001;-;  ;     ;                   ;                   ;                   ; 00000000312;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        107/00 ;        104/00 
01;20;000;00035331;BUDWEISER GFA VD 1L                          ;Dz  ;      3.979/08 ;         23/00;          0/00;      4.002/08 ;        239/05 ;      3.763/03 ;          0/00 ;      3.763/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000107666,5825150;-;  ;     ;                   ;                   ;                   ; 00000045159;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      4.002/08 ;      3.763/03 
01;20;000;00035620;BEATS GREEN MIX LONG NECK 269ML SIX-PACK SH C;cx  ;        124/21 ;          0/00;          0/00;        124/21 ;          3/00 ;        121/21 ;          0/00 ;        121/21-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006829,8750000;-;  ;     ;                   ;                   ;                   ; 00000002925;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        124/21 ;        121/21 
01;20;000;00036034;BUDWEISER LT 473ML SH C12 NP MULTIPACK       ;cx  ;     12.607/06 ;         10/00;          0/00;     12.617/06 ;        441/11 ;     12.175/07 ;          0/00 ;     12.175/07-;          0/00 ;        220/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000263966,6467153;-;  ;     ;                   ;                   ;                   ; 00000146107;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;     12.617/06 ;     12.175/07 
01;20;000;00036434;RED BULL ZERO BR LATA 250ML FOUR PACK NPAL   ;cx  ;        440/00 ;          0/00;          0/00;        440/00 ;         14/00 ;        426/00 ;          0/00 ;        426/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000008119,5600000;-;  ;     ;                   ;                   ;                   ; 00000001704;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        440/00 ;        426/00 
01;20;000;00037108;CHAPATEX,1,00 M,1,20 M,0,03 M,               ;pc  ;    161.683/00 ;          0/00;          0/00;    161.683/00 ;        511/00 ;    161.172/00 ;          0/00 ;    161.172/00-;          0/00 ;         45/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00001128204,0000000;-;  ;     ;                   ;                   ;                   ; 00000161172;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;    161.683/00 ;    161.172/00 
01;20;000;00042069;PALETE MADEIRA,1,05 M,1,25 M,0,16 M,PBR2,    ;pc  ;    104.069/00 ;         56/00;          0/00;    104.125/00 ;          0/00 ;    104.125/00 ;          0/00 ;    104.125/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00003332000,0000000;-;  ;     ;                   ;                   ;                   ; 00000104125;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;    104.125/00 ;    104.125/00 
01;20;000;00101466;PALETE MADEIRA,0,80 M,1,20 M,0,16 M,,        ;pc  ;          6/00 ;          0/00;          0/00;          6/00 ;          0/00 ;          6/00 ;          0/00 ;          6/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000006;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          6/00 ;          6/00 
01;20;000;00101467;CHAPATEX,0,80 M,1,20 M,0,010 M,              ;pc  ;          5/00-;          0/00;          0/00;          5/00-;          0/00 ;          5/00-;          0/00 ;          5/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000035,0000000; ;  ;     ;                   ;                   ;                   ;-00000000005;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          5/00-;          5/00-
01;20;000;00101489;BARRIL CHOPP,30L,                            ;un  ;     15.131/00 ;          0/00;          0/00;     15.131/00 ;          1/00 ;     15.130/00 ;          0/00 ;     15.130/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000756500,0000000;-;  ;     ;                   ;                   ;                   ; 00000015130;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;     15.131/00 ;     15.130/00 
01;20;000;00101490;BARRIL CHOPP,50L,                            ;un  ;     25.660/00-;          0/00;          0/00;     25.660/00-;         41/00 ;     25.701/00-;          0/00 ;     25.701/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00001285050,0000000; ;  ;     ;                   ;                   ;                   ;-00000025701;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;     25.660/00-;     25.701/00-
01;20;000;00103314;CHAPATEX,1,00 M,1,20 M,0,025 M,              ;un  ;      2.765/00-;          0/00;          0/00;      2.765/00-;          0/00 ;      2.765/00-;          0/00 ;      2.765/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000019355,0000000; ;  ;     ;                   ;                   ;                   ;-00000002765;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      2.765/00-;      2.765/00-
